Antecedants,Consequents,Confidence
103,104,0.797687861
104,103,0.779661017
103,109,0.613333333
103,104,0.666666667
103,104,0.605263158
104,103,0.6359447
104,103,0.547619048
109,103,0.46779661
103,104,0.366047745
104,103,0.344139651
109,103,0.310810811
110,103,0.259398496
103,111,0.80952381
103,110,0.855345912
103,104,0.781609195
104,103,0.747252747
103,110,0.604444444
103,104,0.596491228
103,104,0.596491228
104,103,0.53968254
104,103,0.604444444
110,103,0.450331126
103,104,0.360742706
104,103,0.33915212
110,103,0.255639098
111,103,0.27755102
103,110,0.886904762
103,109,0.818681319
103,105,0.861271676
105,103,0.671171171
103,109,0.645021645
103,105,0.719806763
103,105,0.653508772
105,103,0.524647887
105,103,0.483766234
109,103,0.505084746
103,105,0.395225464
105,103,0.311064718
109,103,0.335585586
110,103,0.280075188
103,111,0.851190476
103,109,0.798882682
103,105,0.916666667
105,103,0.711442786
103,109,0.619047619
103,105,0.690821256
103,105,0.627192982
105,103,0.503521127
105,103,0.505300353
109,103,0.560784314
103,105,0.379310345
105,103,0.298538622
109,103,0.322072072
111,103,0.291836735
103,109,0.773255814
103,112,0.791666667
103,105,0.904761905
105,103,0.696335079
103,112,0.575757576
103,105,0.633333333
103,105,0.642512077
105,103,0.490774908
105,103,0.468309859
112,103,0.573275862
103,105,0.352785146
105,103,0.277661795
112,103,0.333333333
109,103,0.29954955
103,111,0.851648352
103,110,0.865921788
103,105,0.890804598
105,103,0.704545455
103,110,0.670995671
103,105,0.679824561
103,105,0.679824561
105,103,0.503246753
105,103,0.54770318
110,103,0.513245033
103,105,0.411140584
105,103,0.323590814
110,103,0.291353383
111,103,0.316326531
103,110,0.854651163
103,112,0.807692308
103,105,0.885542169
105,103,0.686915888
103,112,0.636363636
103,105,0.7
103,105,0.644736842
105,103,0.542435424
105,103,0.477272727
112,103,0.550561798
103,105,0.389920424
105,103,0.306889353
112,103,0.368421053
110,103,0.276315789
103,111,0.860465116
103,112,0.826815642
103,105,0.860465116
105,103,0.729064039
103,112,0.640692641
103,105,0.704761905
103,105,0.649122807
105,103,0.546125461
105,103,0.522968198
112,103,0.556390977
103,105,0.392572944
105,103,0.308977035
112,103,0.370927318
111,103,0.302040816
103,111,0.815028902
103,110,0.903846154
103,109,0.810344828
109,103,0.68115942
103,110,0.68115942
103,109,0.618421053
103,109,0.618421053
109,103,0.477966102
109,103,0.552941176
110,103,0.466887417
103,109,0.374005305
109,103,0.317567568
110,103,0.265037594
111,103,0.287755102
103,110,0.904761905
103,109,0.801204819
103,112,0.768786127
112,103,0.696335079
103,109,0.633333333
103,112,0.642512077
103,112,0.583333333
112,103,0.573275862
112,103,0.498127341
109,103,0.450847458
103,112,0.352785146
112,103,0.333333333
109,103,0.29954955
110,103,0.25
103,111,0.855421687
103,110,0.825581395
103,112,0.816091954
112,103,0.706467662
103,110,0.676190476
103,112,0.622807018
103,112,0.622807018
112,103,0.531835206
112,103,0.533834586
110,103,0.470198675
103,112,0.376657825
112,103,0.355889724
110,103,0.266917293
111,103,0.289795918
105,110,0.881656805
105,109,0.801075269
105,104,0.671171171
104,105,0.84180791
105,109,0.634042553
105,104,0.524647887
105,104,0.483766234
104,105,0.686635945
104,105,0.591269841
109,105,0.505084746
105,104,0.311064718
104,105,0.371571072
109,105,0.335585586
110,105,0.280075188
105,111,0.798816568
105,109,0.803571429
105,104,0.671641791
104,105,0.882352941
105,109,0.574468085
105,104,0.475352113
105,104,0.477031802
104,105,0.622119816
104,105,0.6
109,105,0.529411765
105,104,0.281837161
104,105,0.336658354
109,105,0.304054054
111,105,0.275510204
105,112,0.792899408
105,109,0.779069767
105,104,0.701570681
104,105,0.881578947
105,112,0.570212766
105,104,0.471830986
105,104,0.494464945
104,105,0.617511521
104,105,0.614678899
112,105,0.577586207
105,104,0.279749478
104,105,0.334164589
109,105,0.301801802
112,105,0.335839599
105,111,0.817204301
105,110,0.904761905
105,104,0.690909091
104,105,0.835164835
105,110,0.646808511
105,104,0.493506494
105,104,0.537102473
104,105,0.603174603
104,105,0.675555556
110,105,0.503311258
105,104,0.317327766
104,105,0.379052369
110,105,0.285714286
111,105,0.310204082
105,112,0.811827957
105,110,0.877906977
105,104,0.705607477
104,105,0.862857143
105,112,0.642553191
105,104,0.49025974
105,104,0.557195572
104,105,0.599206349
104,105,0.69266055
112,105,0.565543071
105,104,0.315240084
104,105,0.376558603
110,105,0.283834586
112,105,0.378446115
105,115,0.741935484
105,110,0.884615385
105,104,0.754098361
104,105,0.816568047
105,110,0.587234043
105,104,0.448051948
105,104,0.587234043
104,105,0.547619048
104,105,0.657142857
110,105,0.552
105,104,0.288100209
104,105,0.344139651
110,105,0.259398496
115,105,0.370967742
105,112,0.80952381
105,111,0.790697674
105,104,0.669950739
104,105,0.819277108
105,112,0.578723404
105,104,0.480565371
105,104,0.501845018
104,105,0.604444444
104,105,0.623853211
112,105,0.511278195
105,104,0.283924843
104,105,0.33915212
111,105,0.27755102
112,105,0.34085213
104,111,0.785310734
104,110,0.908496732
104,109,0.763736264
109,104,0.671497585
104,110,0.640552995
104,109,0.551587302
104,109,0.617777778
109,104,0.471186441
109,104,0.545098039
110,104,0.460264901
104,109,0.346633416
109,104,0.313063063
110,104,0.261278195
111,104,0.283673469
104,112,0.774011299
104,110,0.901315789
104,109,0.782857143
112,104,0.717277487
104,112,0.631336406
104,112,0.543650794
104,109,0.628440367
109,104,0.46440678
112,104,0.590517241
112,104,0.513108614
104,112,0.341645885
109,104,0.308558559
110,104,0.257518797
112,104,0.343358396
104,112,0.78021978
104,111,0.811428571
104,110,0.855421687
112,104,0.706467662
104,112,0.563492063
104,112,0.631111111
104,110,0.651376147
110,104,0.470198675
112,104,0.531835206
112,104,0.533834586
104,112,0.354114713
110,104,0.266917293
111,104,0.289795918
112,104,0.355889724
104,111,0.846153846
104,110,0.851190476
110,104,0.722222222
104,115,0.785714286
104,110,0.680952381
110,104,0.572
111,104,0.54789272
104,111,0.567460317
104,110,0.635555556
110,104,0.473509934
115,104,0.384408602
104,110,0.356608479
110,104,0.268796992
111,104,0.291836735
104,112,0.775147929
104,115,0.748571429
104,110,0.891156463
112,104,0.757225434
104,112,0.51984127
104,112,0.623809524
104,110,0.600917431
110,104,0.524
112,104,0.490636704
112,104,0.645320197
104,112,0.326683292
110,104,0.246240602
115,104,0.352150538
112,104,0.328320802
105,107,0.631818182
105,111,0.902597403
105,110,0.885350318
110,105,0.798850575
105,111,0.451298701
105,110,0.491166078
105,110,0.751351351
110,105,0.460264901
110,105,0.668269231
111,105,0.596566524
105,110,0.290187891
110,105,0.261278195
111,105,0.283673469
107,105,0.448387097
105,111,0.783783784
105,110,0.865671642
105,109,0.790909091
109,105,0.84057971
105,110,0.612676056
105,109,0.564935065
105,109,0.614840989
109,105,0.589830508
109,105,0.682352941
110,105,0.57615894
105,109,0.363256785
109,105,0.391891892
110,105,0.327067669
111,105,0.355102041
105,110,0.884816754
105,109,0.789719626
105,112,0.761261261
112,105,0.884816754
105,109,0.623616236
105,112,0.595070423
105,112,0.548701299
112,105,0.728448276
112,105,0.632958801
109,105,0.572881356
105,112,0.352818372
112,105,0.423558897
109,105,0.380630631
110,105,0.317669173
105,115,0.666666667
105,110,0.913580247
105,109,0.808743169
109,105,0.840909091
105,110,0.521126761
105,109,0.480519481
105,109,0.629787234
109,105,0.501694915
109,105,0.72195122
110,105,0.592
105,109,0.308977035
109,105,0.333333333
110,105,0.278195489
115,105,0.397849462
105,111,0.832460733
105,109,0.783251232
105,112,0.791044776
112,105,0.888268156
105,109,0.586715867
105,112,0.559859155
105,112,0.561837456
112,105,0.685344828
112,105,0.597744361
109,105,0.623529412
105,112,0.331941545
112,105,0.398496241
109,105,0.358108108
111,105,0.324489796
105,115,0.691542289
105,111,0.858024691
105,109,0.772222222
115,105,0.847560976
105,115,0.48943662
105,109,0.491166078
105,109,0.591489362
109,105,0.545098039
109,105,0.67804878
115,105,0.53256705
105,115,0.290187891
109,105,0.313063063
111,105,0.283673469
115,105,0.373655914
105,115,0.691099476
105,109,0.804878049
105,112,0.814814815
112,105,0.891891892
105,109,0.487084871
105,112,0.464788732
105,112,0.561702128
112,105,0.568965517
112,105,0.650246305
109,105,0.643902439
105,112,0.275574113
112,105,0.330827068
109,105,0.297297297
115,105,0.35483871
105,111,0.799065421
105,110,0.842364532
105,112,0.777272727
112,105,0.850746269
105,110,0.63099631
105,112,0.555194805
105,112,0.604240283
112,105,0.640449438
112,105,0.642857143
110,105,0.566225166
105,112,0.356993737
112,105,0.428571429
110,105,0.321428571
111,105,0.348979592
105,111,0.84516129
105,114,0.595454545
105,110,0.903448276
110,105,0.867549669
105,114,0.425324675
105,110,0.711956522
105,110,0.462897527
110,105,0.664974619
110,105,0.433774834
114,105,0.711956522
105,110,0.27348643
110,105,0.246240602
114,105,0.429508197
111,105,0.267346939
105,115,0.709090909
105,111,0.852459016
105,110,0.866666667
115,105,0.787878788
105,115,0.506493506
105,110,0.551236749
105,110,0.663829787
110,105,0.516556291
110,105,0.624
115,105,0.597701149
105,115,0.325678497
110,105,0.293233083
111,105,0.318367347
115,105,0.419354839
105,115,0.691588785
105,110,0.902439024
105,112,0.808743169
112,105,0.855491329
105,110,0.546125461
105,112,0.480519481
105,112,0.629787234
112,105,0.554307116
112,105,0.729064039
110,105,0.592
105,112,0.308977035
112,105,0.370927318
110,105,0.278195489
115,105,0.397849462
105,111,0.87804878
105,115,0.709359606
105,112,0.8
112,105,0.832369942
105,111,0.531365314
105,112,0.612765957
105,112,0.508833922
112,105,0.709359606
112,105,0.541353383
111,105,0.551724138
105,112,0.300626305
112,105,0.360902256
115,105,0.387096774
111,105,0.293877551
109,107,0.661835749
109,111,0.901315789
109,110,0.901315789
110,109,0.787356322
109,111,0.46440678
109,110,0.537254902
109,110,0.782857143
110,109,0.453642384
110,109,0.658653846
111,109,0.587982833
109,110,0.308558559
110,109,0.257518797
111,109,0.279591837
107,109,0.441935484
112,107,0.666666667
112,111,0.911564626
112,110,0.853503185
110,112,0.770114943
112,111,0.501872659
112,110,0.503759398
112,110,0.757062147
110,112,0.443708609
110,112,0.644230769
111,112,0.575107296
112,110,0.335839599
110,112,0.251879699
111,112,0.273469388
107,112,0.432258065
112,111,0.816753927
112,110,0.87150838
112,109,0.776119403
109,112,0.753623188
112,110,0.672413793
112,109,0.584269663
112,109,0.586466165
109,112,0.528813559
109,112,0.611764706
110,112,0.516556291
112,109,0.390977444
109,112,0.351351351
110,112,0.293233083
111,112,0.318367347
109,111,0.840909091
109,110,0.902439024
110,109,0.747474747
109,115,0.714975845
109,110,0.72195122
110,109,0.592
111,109,0.567049808
109,111,0.501694915
109,110,0.580392157
110,109,0.490066225
115,109,0.397849462
109,110,0.333333333
110,109,0.278195489
111,109,0.302040816
112,115,0.706806283
112,110,0.912162162
112,109,0.780346821
109,112,0.767045455
112,110,0.581896552
112,109,0.505617978
112,109,0.665024631
109,112,0.457627119
109,112,0.658536585
110,112,0.54
112,109,0.338345865
109,112,0.304054054
110,112,0.253759398
115,112,0.362903226
112,111,0.891891892
112,109,0.76300578
109,112,0.804878049
112,115,0.737430168
112,109,0.650246305
109,112,0.643902439
111,112,0.505747126
112,111,0.568965517
112,109,0.496240602
109,112,0.517647059
115,112,0.35483871
112,109,0.330827068
109,112,0.297297297
111,112,0.269387755
112,111,0.855491329
112,110,0.855491329
110,112,0.747474747
112,115,0.736318408
112,110,0.729064039
110,112,0.592
111,112,0.567049808
112,111,0.554307116
112,110,0.556390977
110,112,0.490066225
115,112,0.397849462
112,110,0.370927318
110,112,0.278195489
111,112,0.302040816
163,168,0.916666667
163,162,0.897959184
163,164,0.868421053
164,163,0.916666667
163,162,0.790419162
163,164,0.76744186
163,164,0.785714286
164,163,0.819875776
164,163,0.814814815
162,163,0.622641509
163,164,0.640776699
164,163,0.694736842
162,163,0.149829739
168,163,0.532258065
103,111,0.936170213
103,105,0.910344828
103,102,0.851612903
103,110,0.910344828
102,103,0.781065089
103,105,0.76300578
103,102,0.725274725
103,102,0.75862069
103,110,0.819875776
103,105,0.781065089
103,102,0.737430168
102,103,0.628571429
102,103,0.61971831
105,103,0.6
102,103,0.676923077
103,102,0.578947368
103,105,0.6
103,102,0.571428571
103,102,0.578947368
102,103,0.44
105,103,0.428571429
110,103,0.437086093
102,103,0.503816794
102,103,0.496240602
105,103,0.466431095
103,102,0.350132626
110,103,0.248120301
102,103,0.288209607
105,103,0.275574113
111,103,0.269387755
102,111,0.829545455
102,109,0.863905325
102,105,0.863905325
105,102,0.83908046
102,110,0.918238994
102,109,0.695238095
102,105,0.663636364
102,105,0.685446009
105,102,0.657657658
105,102,0.663636364
109,102,0.70531401
102,110,0.719211823
102,109,0.748717949
102,105,0.768421053
105,102,0.726368159
102,105,0.486666667
105,102,0.474025974
109,102,0.494915254
110,102,0.483443709
102,109,0.557251908
102,105,0.523297491
102,105,0.54887218
105,102,0.514084507
105,102,0.51590106
109,102,0.57254902
110,102,0.27443609
102,105,0.318777293
105,102,0.30480167
109,102,0.328828829
111,102,0.297959184
102,109,0.876470588
102,112,0.846590909
102,105,0.908536585
105,102,0.881656805
102,110,0.919753086
102,112,0.70952381
102,105,0.733990148
102,105,0.677272727
105,102,0.696261682
105,102,0.671171171
112,102,0.780104712
102,109,0.776041667
102,112,0.733990148
102,105,0.792553191
105,102,0.780104712
102,105,0.496666667
105,102,0.483766234
112,102,0.558052434
109,102,0.505084746
102,112,0.56870229
102,105,0.586614173
102,105,0.534050179
105,102,0.549815498
105,102,0.524647887
112,102,0.642241379
110,102,0.280075188
102,105,0.325327511
105,102,0.311064718
112,102,0.373433584
109,102,0.335585586
102,111,0.858024691
102,109,0.858024691
102,112,0.874213836
102,105,0.896774194
105,102,0.874213836
102,109,0.723958333
102,112,0.684729064
102,112,0.712820513
102,105,0.739361702
102,105,0.705583756
102,105,0.731578947
105,102,0.727748691
105,102,0.684729064
105,102,0.691542289
112,102,0.776536313
102,112,0.530534351
102,105,0.547244094
102,105,0.498207885
102,105,0.522556391
105,102,0.512915129
105,102,0.48943662
105,102,0.491166078
112,102,0.599137931
112,102,0.522556391
109,102,0.545098039
102,105,0.30349345
105,102,0.290187891
112,102,0.348370927
109,102,0.313063063
111,102,0.283673469
102,111,0.847058824
102,112,0.852071006
102,105,0.872727273
105,102,0.842105263
102,110,0.888888889
102,112,0.685714286
102,105,0.709359606
102,105,0.676056338
105,102,0.672897196
105,102,0.654545455
112,102,0.71641791
102,110,0.75
102,112,0.738461538
102,105,0.730964467
105,102,0.709359606
102,105,0.48
105,102,0.467532468
112,102,0.539325843
110,102,0.476821192
102,112,0.549618321
102,105,0.566929134
102,105,0.541353383
105,102,0.531365314
105,102,0.508833922
112,102,0.541353383
110,102,0.270676692
102,105,0.31441048
105,102,0.300626305
112,102,0.360902256
111,102,0.293877551
102,111,0.847560976
102,109,0.842424242
102,112,0.822485207
112,102,0.891025641
102,110,0.896774194
102,109,0.684729064
102,112,0.631818182
102,112,0.65258216
112,102,0.727748691
112,102,0.691542289
109,102,0.671497585
102,110,0.739361702
102,109,0.705583756
102,112,0.731578947
112,102,0.776536313
102,112,0.463333333
112,102,0.520599251
109,102,0.471186441
110,102,0.460264901
102,109,0.547244094
102,112,0.498207885
102,112,0.522556391
112,102,0.599137931
112,102,0.522556391
109,102,0.545098039
110,102,0.261278195
102,112,0.30349345
112,102,0.348370927
109,102,0.313063063
111,102,0.283673469
103,111,0.88590604
103,109,0.851612903
103,105,0.936170213
103,110,0.923076923
105,103,0.75862069
103,109,0.725274725
103,105,0.76300578
103,105,0.75862069
103,110,0.785714286
103,109,0.737430168
103,105,0.846153846
105,103,0.594594595
105,103,0.6
109,103,0.637681159
105,103,0.656716418
103,105,0.578947368
103,109,0.571428571
103,105,0.637681159
103,105,0.578947368
105,103,0.428571429
109,103,0.447457627
110,103,0.437086093
105,103,0.464788732
105,103,0.466431095
109,103,0.517647059
103,105,0.350132626
110,103,0.248120301
105,103,0.275574113
109,103,0.297297297
111,103,0.269387755
103,111,0.891156463
103,112,0.84516129
103,105,0.922535211
103,110,0.885135135
105,103,0.766081871
103,112,0.71978022
103,105,0.789156627
103,105,0.752873563
103,110,0.761627907
103,112,0.731843575
103,105,0.761627907
105,103,0.612149533
105,103,0.595454545
112,103,0.651741294
105,103,0.645320197
103,105,0.574561404
103,112,0.567099567
103,105,0.623809524
103,105,0.574561404
105,103,0.425324675
112,103,0.490636704
110,103,0.433774834
105,103,0.483394834
105,103,0.462897527
112,103,0.492481203
103,105,0.347480106
110,103,0.246240602
105,103,0.27348643
112,103,0.328320802
111,103,0.267346939
105,111,0.852071006
105,109,0.842105263
105,112,0.827586207
112,105,0.923076923
105,110,0.905660377
105,109,0.672897196
105,112,0.648648649
105,112,0.654545455
112,105,0.753926702
112,105,0.71641791
109,105,0.695652174
105,110,0.753926702
105,109,0.709359606
105,112,0.71641791
112,105,0.804469274
105,112,0.467532468
112,105,0.539325843
109,105,0.488135593
110,105,0.476821192
105,109,0.531365314
105,112,0.507042254
105,112,0.508833922
112,105,0.620689655
112,105,0.541353383
109,105,0.564705882
110,105,0.270676692
105,112,0.300626305
112,105,0.360902256
109,105,0.324324324
111,105,0.293877551
105,111,0.885135135
105,115,0.766081871
105,112,0.83974359
112,105,0.885135135
105,110,0.909722222
105,111,0.612149533
105,112,0.715846995
105,112,0.595454545
112,105,0.757225434
112,105,0.651741294
110,105,0.661616162
105,110,0.798780488
105,110,0.645320197
105,112,0.727777778
112,105,0.757225434
105,112,0.425324675
112,105,0.490636704
110,105,0.524
110,105,0.433774834
105,110,0.483394834
105,112,0.557446809
105,112,0.462897527
112,105,0.645320197
112,105,0.492481203
111,105,0.501915709
110,105,0.246240602
105,112,0.27348643
112,105,0.328320802
115,105,0.352150538
111,105,0.267346939
